ID,Kaynak,İcerik,Kategori
,,Hukuki olarak öğrenmek istediğim bir durum var: Geçici iş ilişkisi hangi iş türlerinde söz konusu olmaz?,Genel Bilgilendirme ve Diğer
,,"İşyerinde cinsel tacize uğradım ve yetkililere bildirdim ama hiçbir şey yapılmadı, bu nedenle işten ayrılmak istiyorum.",Haklı Nedenle Fesih ve İstifa
,,"Merhabalar, İşyerinde cinsel tacize uğradım ve yetkililere bildirdim ama hiçbir şey yapılmadı, bu nedenle işten ayrılmak istiyorum.",Haklı Nedenle Fesih ve İstifa
,,"Cinsel taciz nedeniyle işyerinde çalışamıyorum, yetkililerin bu konuya eğilmemesi nedeniyle fesih hakkımı kullanıyorum.",Haklı Nedenle Fesih ve İstifa
,,"Bir sorum olacaktı; Cinsel taciz nedeniyle işyerinde çalışamıyorum, yetkililerin bu konuya eğilmemesi nedeniyle fesih hakkımı kullanıyorum.",Haklı Nedenle Fesih ve İstifa
,,"Bir diğer işçi tarafından cinsel tacize uğradım, işveren ise bunu görmezden geliyor, bu nedenle işten çıkarma talebinde bulunuyorum.",Haklı Nedenle Fesih ve İstifa
,,"Merhabalar, Bir diğer işçi tarafından cinsel tacize uğradım, işveren ise bunu görmezden geliyor, bu nedenle işten çıkarma talebinde bulunuyorum.",Haklı Nedenle Fesih ve İstifa
,,"Cinsel taciz mağduru olarak işyerinde devam edemiyorum, yetkililerin bu konuda alınmayan önlemler nedeniyle haklı nedenle fesih başvurusunda bulunuyorum.",Haklı Nedenle Fesih ve İstifa
,,"Danışmak istediğim konu şu: Cinsel taciz mağduru olarak işyerinde devam edemiyorum, yetkililerin bu konuda alınmayan önlemler nedeniyle haklı nedenle fesih başvurusunda bulunuyorum.",Haklı Nedenle Fesih ve İstifa
,,"İşyerindeki cinsel taciz olayı üzerine yetkililere şikayette bulundum, ancak herhangi bir önlem alınmadı, bu sebeple işten ayrılmak zorundayım.",Haklı Nedenle Fesih ve İstifa
,,"Bir sorum olacaktı; İşyerindeki cinsel taciz olayı üzerine yetkililere şikayette bulundum, ancak herhangi bir önlem alınmadı, bu sebeple işten ayrılmak zorundayım.",Haklı Nedenle Fesih ve İstifa
,,"Cinsel tacize uğradığım işyerinde artık çalışamıyorum, işverenin bu konuya karşı duyarsızlığı nedeniyle fesih kararı aldım.",Haklı Nedenle Fesih ve İstifa
,,"Bir sorum olacaktı; Cinsel tacize uğradığım işyerinde artık çalışamıyorum, işverenin bu konuya karşı duyarsızlığı nedeniyle fesih kararı aldım.",Haklı Nedenle Fesih ve İstifa
,,"Bir işçi tarafından cinsel tacize uğradım ve yetkililere bildirdim, ancak bu konuda herhangi bir adım atılmadı, bu nedenle işten ayrılmaya karar verdim.",Haklı Nedenle Fesih ve İstifa
,,"Bir sorum olacaktı; Bir işçi tarafından cinsel tacize uğradım ve yetkililere bildirdim, ancak bu konuda herhangi bir adım atılmadı, bu nedenle işten ayrılmaya karar verdim.",Haklı Nedenle Fesih ve İstifa
,,"Cinsel taciz nedeniyle işyerinde yaşadığım travma nedeniyle işten ayrılmak zorunda kaldım, yetkililerin ihmali nedeniyle fesih hakkı doğdu.",Haklı Nedenle Fesih ve İstifa
,,"Merhabalar, Cinsel taciz nedeniyle işyerinde yaşadığım travma nedeniyle işten ayrılmak zorunda kaldım, yetkililerin ihmali nedeniyle fesih hakkı doğdu.",Haklı Nedenle Fesih ve İstifa
,,İşyerindeki cinsel taciz olayı yetkililere bildirilmesine rağmen herhangi bir önlem alınmaması nedeniyle işten ayrılmak zorunda kaldım.,Haklı Nedenle Fesih ve İstifa
,,Bir sorum olacaktı; İşyerindeki cinsel taciz olayı yetkililere bildirilmesine rağmen herhangi bir önlem alınmaması nedeniyle işten ayrılmak zorunda kaldım.,Haklı Nedenle Fesih ve İstifa
,,"Cinsel tacize uğradım ve işverene bildirdim, ancak herhangi bir çözüm üretilmedi, bu nedenle fesih talebinde bulunuyorum.",Haklı Nedenle Fesih ve İstifa
,,"Hukuki olarak öğrenmek istediğim bir durum var: Cinsel tacize uğradım ve işverene bildirdim, ancak herhangi bir çözüm üretilmedi, bu nedenle fesih talebinde bulunuyorum.",Haklı Nedenle Fesih ve İstifa
,,"Cinsel taciz nedeniyle işyerinde çalışamayacak durumdayım, yetkililerin bu konuya eğilmemesi nedeniyle haklı nedenle fesih başvurusunda bulunuyorum.",Haklı Nedenle Fesih ve İstifa
,,"Danışmak istediğim konu şu: Cinsel taciz nedeniyle işyerinde çalışamayacak durumdayım, yetkililerin bu konuya eğilmemesi nedeniyle haklı nedenle fesih başvurusunda bulunuyorum.",Haklı Nedenle Fesih ve İstifa
,,"İşyerindeki cinsel taciz olayı üzerine yetkililere şikayette bulundum, ancak herhangi bir önlem alınmadığı için işten ayrılmak zorundayım.",Haklı Nedenle Fesih ve İstifa
,,"Hukuki olarak öğrenmek istediğim bir durum var: İşyerindeki cinsel taciz olayı üzerine yetkililere şikayette bulundum, ancak herhangi bir önlem alınmadığı için işten ayrılmak zorundayım.",Haklı Nedenle Fesih ve İstifa
,,"Cinsel taciz nedeniyle işyerinde çalışamayacak durumdayım, yetkililerin bu konuya eğilmemesi nedeniyle fesih talebinde bulunuyorum.",Haklı Nedenle Fesih ve İstifa
,,"Hukuki olarak öğrenmek istediğim bir durum var: Cinsel taciz nedeniyle işyerinde çalışamayacak durumdayım, yetkililerin bu konuya eğilmemesi nedeniyle fesih talebinde bulunuyorum.",Haklı Nedenle Fesih ve İstifa
,,"Cinsel tacize uğradım ve işverene bildirdim, ancak herhangi bir çözüm üretilmedi, bu nedenle fesih hakkı doğdu.",Haklı Nedenle Fesih ve İstifa
,,"Merhabalar, Cinsel tacize uğradım ve işverene bildirdim, ancak herhangi bir çözüm üretilmedi, bu nedenle fesih hakkı doğdu.",Haklı Nedenle Fesih ve İstifa
,,"Cinsel taciz nedeniyle işyerinde çalışamıyorum, yetkililerin bu konuya karşı duyarsızlığı nedeniyle haklı nedenle fesih başvurusunda bulunuyorum.",Haklı Nedenle Fesih ve İstifa
,,"Danışmak istediğim konu şu: Cinsel taciz nedeniyle işyerinde çalışamıyorum, yetkililerin bu konuya karşı duyarsızlığı nedeniyle haklı nedenle fesih başvurusunda bulunuyorum.",Haklı Nedenle Fesih ve İstifa
,,"Cinsel taciz mağduru olarak işyerinde devam edemiyorum, yetkililerin bu konuda alınmayan önlemler nedeniyle fesih kararı aldım.",Haklı Nedenle Fesih ve İstifa
,,"Hukuki olarak öğrenmek istediğim bir durum var: Cinsel taciz mağduru olarak işyerinde devam edemiyorum, yetkililerin bu konuda alınmayan önlemler nedeniyle fesih kararı aldım.",Haklı Nedenle Fesih ve İstifa
,,"Cinsel tacize uğradığım işyerinde artık çalışamıyorum, işverenin bu konuya karşı duyarsızlığı nedeniyle fesih hakkı doğdu.",Haklı Nedenle Fesih ve İstifa
,,"Hukuki olarak öğrenmek istediğim bir durum var: Cinsel tacize uğradığım işyerinde artık çalışamıyorum, işverenin bu konuya karşı duyarsızlığı nedeniyle fesih hakkı doğdu.",Haklı Nedenle Fesih ve İstifa
,,"Cinsel taciz nedeniyle işyerinde yaşadığım travma nedeniyle işten ayrılmak zorunda kaldım, yetkililerin ihmali nedeniyle haklı nedenle fesih başvurusunda bulunuyorum.",Haklı Nedenle Fesih ve İstifa
,,"İş yerinde şöyle bir sorun yaşıyorum: Cinsel taciz nedeniyle işyerinde yaşadığım travma nedeniyle işten ayrılmak zorunda kaldım, yetkililerin ihmali nedeniyle haklı nedenle fesih başvurusunda bulunuyorum.",Haklı Nedenle Fesih ve İstifa
,,"Cinsel tacize uğradım ve işverene bildirdim, ancak herhangi bir çözüm üretilmedi, bu nedenle fesih kararı aldım.",Haklı Nedenle Fesih ve İstifa
,,"Merhabalar, Cinsel tacize uğradım ve işverene bildirdim, ancak herhangi bir çözüm üretilmedi, bu nedenle fesih kararı aldım.",Haklı Nedenle Fesih ve İstifa
,,"Cinsel taciz nedeniyle işyerinde çalışamıyorum, yetkililerin bu konuya karşı duyarsızlığı nedeniyle fesih hakkı doğdu.",Haklı Nedenle Fesih ve İstifa
,,"Danışmak istediğim konu şu: Cinsel taciz nedeniyle işyerinde çalışamıyorum, yetkililerin bu konuya karşı duyarsızlığı nedeniyle fesih hakkı doğdu.",Haklı Nedenle Fesih ve İstifa
,,"Cinsel tacize uğradım ve yetkililere şikayette bulundum, ancak herhangi bir önlem alınmaması nedeniyle işten ayrılmak zorundayım.",Haklı Nedenle Fesih ve İstifa
,,"Bir sorum olacaktı; Cinsel tacize uğradım ve yetkililere şikayette bulundum, ancak herhangi bir önlem alınmaması nedeniyle işten ayrılmak zorundayım.",Haklı Nedenle Fesih ve İstifa
,,Bir sorum olacaktı; Sözleşme hükümlerine uygun ücretin ödenmemesi veya eksik ödenmesi işçi için haklı nedenle fesih hakkı tanır.,Haklı Nedenle Fesih ve İstifa
,,İş yerinde şöyle bir sorun yaşıyorum: sayılı İş Kanunu’nun 24 üncü maddesi uyarınca iş sözleşmesini fesheden işçi kıdem tazminatına hak kazanır mı?,Kıdem ve İhbar Tazminatı
,,Hukuki olarak öğrenmek istediğim bir durum var: Kıdem tazminatı alma hakkı için 4857 sayılı İş Kanunu’nun 24 üncü maddesi uyarınca iş sözleşmesini fesheden işçi ne yapmalıdır?,Kıdem ve İhbar Tazminatı
,,İşveren benim ücretimin bir kısmını başkasına devir veya temlik edebilir mi?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Bildirim şartına uymayan taraf, belirsiz süreli iş sözleşmesinin feshi durumunda ihbar tazminatı ödemekle yükümlüdür.",Kıdem ve İhbar Tazminatı
,,İşveren tarafından yapılan şeref ve haysiyet kırıcı sözler beni işten ayrılmaya zorluyor.,Haklı Nedenle Fesih ve İstifa
159.0,https://forum.donanimhaber.com/is-hukuku-ve-isci-haklarina-dair-sorularinizi-cevapliyorum--113737648,"Şubatın 12 sinde işten çıkarıldım.Tüm çıkış haklarım kağıt üzerinde verildi. İşyeri tazminatımı taksitle vermek istedi.Çalışma bakanlığını aradım.Bana taksit olayının tamamen benim tercihime kaldığını kabul etmezsem 20 gün süresi olduğunu; 20 gün sonunda ödemezse tekrar onları aramamı söyledi.(Takside böldürürsen kesinlikle ıslak imzalı anlaşma kağıdı almamı söyledi) İşverenime tazminatı tek seferde almak istediğimi söyledim.(tazminatım 8000tl) Bana tek seferde veremeyeceğini kabul etmezsen git mahkemeye dedi.Ödemem gereken borçlarımdan dolayı (mahkeme süresi vs. beni çok kötü şekilde etkiler) Tazminatımı 3 taksit olucak şekilde nisan mayıs haziranın 1-10 arası ödeme olucak şekilde istemeyerekte olsa anlaştım.Bugün benden önce çıkısı verilen gruptan bazı arkadaşlar aradım.onların yaptığı anlaşmada ayın 18 inde taksitleri yatıcaktı.Ama yatmamış.Arkadaşlar pazartesi günü görüşme yapıcak.Anlaşamazlarsa mahkemeye vericekler.
 Benim her ay ödemem gereken borçlarım var.Nisanda paramı alamazsam çok kötü bir duruma düşücem.(mart ayını borç harç çevircem)
 Daha önceki çıkarılan işçilerin tazminatları yatmadığı için anlaşmaya itiraz edip şu an mahkemeye verebilirmiyim ?",Kıdem ve İhbar Tazminatı
,,"Bir sorum olacaktı; Belirsiz süreli iş sözleşmesinin feshinde, bildirim şartına uyulmaması durumunda ihbar tazminatı ödenir.",Kıdem ve İhbar Tazminatı
,,İşçiye yapılan ödemelerin sözleşme şartlarına uygun olmaması işçi için haklı nedenle fesih hakkı doğurur.,Haklı Nedenle Fesih ve İstifa
,,"Zamanında ücret alamayan işçi, işini yapmaktan kaçınabilir mi, bu davranış iş sözleşmesinin feshine neden olabilir mi?",Mobbing ve Çalışma Koşulları
,,"Merhabalar, İşveren, işçinin ihmali sonucu işyeri malının hasar görmesi durumunda nasıl bir işlem başlatabilir?",Haklı Nedenle Fesih ve İstifa
,,İşçiden kesilen ücretin hukuki dayanağı nedir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,Bir sorum olacaktı; Ücretin devir veya temlik edilebilecek oranı hakkında bilgi verebilir misiniz?,"Ücret, Fazla Mesai ve Yan Haklar"
40.0,Madde 5/3,"İşveren, biyolojik veya işin niteliğine dayalı sebepler zorunlu kılmadıkça, iş sözleşmesinin feshinde cinsiyet veya gebelik nedeniyle doğrudan veya dolaylı farklı işlem yapamaz.",Mobbing ve Çalışma Koşulları
105.0,csgb/SSS,Haftada 5 saat fazla çalışma yapan bir işçinin ücret yerine izin alması mümkün müdür?,Yıllık İzin ve Dinlenme Süreleri
,,"Merhabalar, Ücret ödenmeyen durumda işçi işten kaçınabilir mi, bu durumda işverenle nasıl bir iletişim kurulmalıdır, işçi hakları nasıl korunur, iş hukuku nasıl uygulanır, işçi sendikaları nasıl bir rol oynar?",Mobbing ve Çalışma Koşulları
,,"Merhabalar, İşverenim tarafından haftada 44 saat çalıştırılıyorum, fazla mesai ücretimi ödemiyor, neden?","Ücret, Fazla Mesai ve Yan Haklar"
100.0,csgb/SSS,İşverenin işçiden 3 gündelik kadar ücret kesinti yapması yasaya uygun mudur?,"Ücret, Fazla Mesai ve Yan Haklar"
,,İş yerinde şöyle bir sorun yaşıyorum: Bir yıl çalışmış olan işçiler yıllık izin kullanma hakkına sahiptir.,Yıllık İzin ve Dinlenme Süreleri
64.0,csgb/SSS,Özel sektörde çalışan bir işçinin kaç yıldan sonra istifa sonucu kıdem tazminatı hakkı vardır?,Kıdem ve İhbar Tazminatı
,,"İşveren, işyerinde hırsızlık yapan veya iş güvenliğini tehlikeye atan işçiyi derhal fesih edebilir.",Kıdem ve İhbar Tazminatı
,,Ücretlerin banka yoluyla ödenmesi hakkında işverenlerin dikkat etmesi gerekenler nelerdir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"İş yerinde şöyle bir sorun yaşıyorum: 10 ay önce evlenen kadın işçi işten ayılmak zorundaysa, kıdem tazminatı alabilir mi?",Kıdem ve İhbar Tazminatı
,,İş yerinde şöyle bir sorun yaşıyorum: Tatil günlerinde çalıştığım için nasıl bir ücret almalıyım?,"Ücret, Fazla Mesai ve Yan Haklar"
,,İzin hakkının kullanımı için gerekli şartlar nelerdir ve ne zaman kullanılabilir?,Yıllık İzin ve Dinlenme Süreleri
,,İş sözleşmesinin sağlık nedenleriyle feshedilmesi için hangi koşullar gerekir.,Haklı Nedenle Fesih ve İstifa
,,"Danışmak istediğim konu şu: Cinsel taciz nedeniyle işyerinde çalışamıyorum, yetkililerin bu konuya karşı duyarsızlığı nedeniyle haklı nedenle fesih başvurusunda bulunuyorum.",Haklı Nedenle Fesih ve İstifa
,,Danışmak istediğim konu şu: Evlilik nedeniyle işten ayrılan bir kadın işçinin kıdem tazminatı hakkı var mı.,Kıdem ve İhbar Tazminatı
,,"İşveren, işçinin onayı olmadan holdingin başka bir işyerine görevlendiremez, bu durum çalışma koşullarında değişiklik olarak kabul edilir.",Mobbing ve Çalışma Koşulları
,,Daha fazla sorumluluk aldığım için daha yüksek ücret talep edebilir miyim?,"Ücret, Fazla Mesai ve Yan Haklar"
,,İş yerinde şöyle bir sorun yaşıyorum: Geçici işçi çalıştırırken işverenlerin uyması gereken yasalar nelerdir?,Genel Bilgilendirme ve Diğer
,,"Ara dinlenmesi süresi nasıl hesaplanır, açıklar mısınız?",Yıllık İzin ve Dinlenme Süreleri
103.0,csgb/SSS,"Haftada 3 saat fazla çalışma yaptırılan işçiye, ücreti nasıl ödenmelidir?","Ücret, Fazla Mesai ve Yan Haklar"
,,Yeni şirket işçilerin eski borçlarını ödemek zorunda mı?,"Ücret, Fazla Mesai ve Yan Haklar"
,,İş yerinde şöyle bir sorun yaşıyorum: Ara dinlenmesi süresi ne kadar olmalıdır?,Yıllık İzin ve Dinlenme Süreleri
,,"Danışmak istediğim konu şu: Kısmi zamanlı çalışan bir işçiye, tam zamanlı çalışan emsal işçiye göre çalışma süresiyle orantılı olmayan farklı bir işlem yapılması mobbingin bir şekli olarak kabul edilebilir.",Mobbing ve Çalışma Koşulları
,,Ücret artışı ile ilgili bir başvuruda bulunmam necesario mu?,"Ücret, Fazla Mesai ve Yan Haklar"
,,İşçinin onayı alınmadan holding bünyesindeki başka bir işyerine görevlendirilmesi mobbing ve çalışma koşullarının ihlali olarak değerlendirilebilir.,Mobbing ve Çalışma Koşulları
,,"Danışmak istediğim konu şu: Deniz ve hava taşımacılığı, tarım ve orman işleri, aile ekonomisi sınırları içindeki tarımla ilgili işler, ev hizmetleri ve sporcular hakkında bu kanun hükümleri uygulanmaz.",Genel Bilgilendirme ve Diğer
,,"Bir sorum olacaktı; Firmamda 11 yıl çalıştım, şimdi yeni bir iş için istifa ediyorum, haklarımdan vazgeçmek zorunda mıyım?",Haklı Nedenle Fesih ve İstifa
,,İşveren tarafından yapılan haklı fesihler hangi durumlarda gerçekleşir ve hangi sonuçları doğurur?,Haklı Nedenle Fesih ve İstifa
,,"Ulusal bayram ve genel tatil günlerinde çalışırsak, iki günlük ücret almalıyız.","Ücret, Fazla Mesai ve Yan Haklar"
168.0,https://forum.donanimhaber.com/is-hukuku-ve-isci-haklarina-dair-sorularinizi-cevapliyorum--113737648,hocam ben yazın bir otelde çalıştım maaş vermedikleri için ayrıldım.Benlw birlikte başka kişilerde çıktı işten ancak aylar olmasına rağmen hala 1500 lira paramı alamadım başkaları da alamadı.Ne yapmalıyım?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Deniz ve hava taşımacılığı, tarım ve orman işleri, ev hizmetleri, sporcular, çıraklar, 50'den az işçi çalıştıran işyerleri, aile ekonomisi sınırları içindeki işler ve İş Kanunu'nun uygulanmadığı alanlar.",Genel Bilgilendirme ve Diğer
,,İş yerinde şöyle bir sorun yaşıyorum: Ücret artışı ile ilgili bir sözleşme maddemiz var mı?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Ben bir işçiyim, bayram günlerinde çalışıyorum, ama işverenim ücretimi tam olarak ödemiyor.","Ücret, Fazla Mesai ve Yan Haklar"
153.0,https://forum.donanimhaber.com/is-hukuku-ve-isci-haklarina-dair-sorularinizi-cevapliyorum--113737648,"Bir işyerinde aynı statüde çalışanların farklı maaş alması yasal mıdır? Bahsi geçen firma kurumsal bir firmadır. Bundan yaklaşık 10 yıl önce özelleştirildi. Devlet zamanından kalanlar yüksek maaş almakta. Özelleştikten sonra işe girenler ise yaklaşık %25-30 daha az maaş almakta. Her şeyiyle aynı statüdeyiz, yapılan iş aynı, çalışma saatleri her şeyiyle aynı fakat maaş farklı. Bunun yasal olup olmadığını merak ediyorum ben de.","Ücret, Fazla Mesai ve Yan Haklar"
,,Mevsimlik işçiler için yıllık izin hesaplaması nasıl yapılır?,Yıllık İzin ve Dinlenme Süreleri
,,"Ücretini alamayan işçi işten kaçınabilir mi, bu durumda işverene karşı nasıl bir yol izlemelidir?",Mobbing ve Çalışma Koşulları
,,İşçi ücretlerinin banka yatırma oranlarını belirleyen kanun maddesi hangisidir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Yıllık izin hakkı için hak kazanma tarihinden sonra kullanım hakkı ne zaman başlar ve nasıl kullanılır, yardımcı olur musunuz?",Yıllık İzin ve Dinlenme Süreleri
,,"Yıllık izin hakkı kazandıktan sonra ne zaman ve nasıl kullanılır, açıklar mısınız?",Yıllık İzin ve Dinlenme Süreleri
,,"Bir yıl çalıştım, yıllık izin hakkım doğmuş olmalı.",Yıllık İzin ve Dinlenme Süreleri
,,Bir sorum olacaktı; İşyerinde başka bir işçi tarafından cinsel tacize uğrayan işçinin durumu bildirmesine rağmen önlem alınmazsa fesih hakkı doğar.,Haklı Nedenle Fesih ve İstifa
